key,Português [pt-BR]
event_thestorm_take_gained2,"Vocês esperam por uma janela de oportunidade entre os golpes para se aproximarem do objeto e arrancam-o do chão.

Assim que o objeto deixa o solo, vocês sentem uma mudança repentina na pressão do ar ao seu redor, e a tempestade começa a diminuir. Examinando o item de perto, parece ser um ¬TheStorm_Take.Item¬!

Satisfeitos com sua descoberta, vocês seguem em frente, à medida que os raios de sol começam a brilhar através das nuvens de tempestade que se dissipam."
event_thestorm_take_gained3,"Vocês esperam por uma janela de oportunidade entre os ataques para se aproximarem do objeto e arranca-o do chão - mas não antes de serem atingidos por um raio!

Assim que o objeto deixa o solo, vocês sentem uma mudança repentina na pressão do ar ao seu redor, e a tempestade começa a diminuir. Examinando o item de perto, parece ser um ¬TheStorm_Take.Item¬!

Um pouco chamuscados, mas mesmo assim satisfeitos com sua descoberta, vocês seguem em frente, à medida que os raios de sol começam a brilhar através das nuvens de tempestade que se dissipam."
event_thestorm_tree,"Os galhos oferecem uma leve proteção contra a chuva enquanto vocês esperam a tempestade passar - quando, de repente, a árvore sob a qual vocês estão é atingida por um raio! O tronco explode violentamente, enviando estilhaços e fragmentos voando em todas as direções. Como se ser atingido por pedaços de árvore em chamas não fosse ruim o suficiente, o raio atravessa o grupo, deixando todos vocês completamente chocados.

Com uma dor lancinante, vocês tropeçam na direção da ponte para esperar a tempestade passar, tendo aprendido uma lição valiosa sobre não usar árvores como abrigo em uma tempestade."
event_tollroad,"O caminho leva vocês a uma passagem estreita entre dois afloramentos rochosos. Vocês estão prestes a abrir caminho quando várias figuras encapuzadas de repente saem de trás das rochas.

'Parem!'

O maior dos homens dá um passo na direção de vocês. - Esta é uma estrada com pedágio - resmunga o homem. 'Se vocês querem passar, vocês tem que pagar.'

Vocês percebem que vários outros também surgiram das rochas atrás de vocês - vocês estão cercados."
event_tollroad_a,Pague o pedágio
event_tollroad_a_subtext,(Perca ¬LoseSmallGold.GoldAmount¬ de Ouro)
event_tollroad_b,Lute contra eles
event_tollroad_c,Tentar fugir
event_tollroad_c_unavailable,Inox não fogem
event_tollroad_fight,"Sem hesitar, vocês derrubam o líder dos bandidos antes que seus capangas possam se aproximar de vocês. Vários cortes e cortes depois, todos os bandidos estão mortos no chão.

Vocês pegam a bolsa de moedas do cinto do líder dos bandidos e continuam pela passagem."
event_tollroad_fight_gained,"Vocês tentam derrubar o líder dos bandidos antes que ele possa reagir, mas ele é mais rápido do que vocês esperam para um homem de sua estatura. Ele pega vocês com um golpe horizontal largo com sua adaga, antes de cair após um golpe na cabeça. Ferido, mas destemido, vocês se viram para enfrentar o resto de seus capangas.

Claramente não são páreos para gente como vocês, em segundos todos eles estão mortos no chão. Vocês pegam a bolsa de moedas do cinto do líder dos bandidos como um prêmio e continuam pela passagem."
event_tollroad_flee,"Vocês correm de volta ao longo do caminho, derrubando um par de bandidos ao fazer sua fuga. Alguns dos bandidos tentam persegui-los, mas vocês rapidamente os despistam na floresta densa.

Depois de um longo desvio pela floresta, vocês finalmente voltam ao caminho, bem além de onde encontrou os bandidos."
event_tollroad_flee_gained,"Vocês correm de volta ao longo do caminho, derrubando um par de bandidos ao fazer sua fuga. Vocês quase atingem a linha das árvores ilesos quando são atingidos nas costas por várias flechas dos arqueiros bandidos.

Alguns bandidos tentam persegui-los, mas, apesar dos ferimentos, vocês os despistam rapidamente na floresta densa.

Depois de um longo desvio pela floresta, vocês finalmente voltam ao caminho, bem além de onde encontrou os bandidos."
event_tollroad_pay,"Vocês entregam o ouro a contragosto, sem querer problemas. - Muito obrigado - diz o homem com um sorriso, dando um passo para o lado para deixá-lo passar.

Vocês desajeitadamente passam pelos bandidos e pela passagem, tentando ignorar suas risadas maldosas e ridicularizações ao sair."
event_unavailable_gold,Sem ouro suficiente
eaglecrest,Pico da Águia
eaglecrest_descr,"A vila do Pico da Águia é cercada por Vinhedos, nas margens mais íngremes ao norte de As Marchas. Os preços são altos, mas mercadorias raras podem ser encontradas nas lojas especializadas."
earthdemon,Demônio da Terra
earthdemonelite,Demônio da Terra Elite
eastgrove,Bosque Leste
eastgrove_descr,Esta modesta aldeiazinha se situa em uma bela clareira na floresta.
easy,Fácil
elderdrake,Dragão Ancião
elementalist,Elementalista
elementalist3demonsummonaltar,Altar de Invocação de Demônios
elementalist_adventure_description,"Elementalistas são Savvas particularmente habilidosos que conseguem dominar múltiplos elementos. São muito respeitados e podem exercer magias poderosas.
Uma classe complicada de muitas habilidades complicadas, o Elementalista gera e consome Elementos a uma taxa alarmante. Funcionam bem com outros usuários de magia, mas se forem o único usuário da equipe, podem perder seu impacto. Melhor equipá-los com maneiras de gerar elementos, se possível."
elementalist_description,Elementalistas são Savvas particularmente habilidosos que conseguem dominar múltiplos elementos. São muito respeitados e podem exercer magias poderosas.
elementalist_difficulty,Muito Alta
elementalist_role,Dano de Longa Distância
elementalist_strengths,"- <indent=%15>Habilidades possuem diversas opções</indent>
- <indent=%15>Muito efetivo em longo alcance</indent>
- <indent=%15>Ótimo em infundir elementos</indent>"
elementalist_weaknesses,"- <indent=%15>Fraco sem outros infusores de elementos</indent>
- <indent=%15>Pode haver turnos onde não há muitas possibilidades</indent>
- <indent=%15>A leitura de suas cartas de habilidades podem causar enxaqueca</indent>"
elite,Elite
elitecultist,Cultista Elite
enchantressdialogname,Feiticeira
english,Inglês
enhancement,Melhoria
extraturn,Turno Extra
fix_duplicate_mapstate_items,O jogo salvo que está sendo carregado foi corrompido.  Quer tentar reparar este jogo salvo?  Observe que alguns itens podem ser perdidos neste processo.
fix_duplicate_mapstate_items_button,Corrigir Arquivo Corrompido
fix_duplicate_mapstate_items_title,Detectado Jogo Salvo Corrompido
ftue_1,"Antes de ir entrando nos ermos angustiantes aos arredores de <color=#EACF8C>Gloomhaven</color>, você precisará de pelo menos 2 Mercenários em seu grupo, corajosos ou gananciosos o suficiente para procurar aventuras em troca de ouro."
ftue_10,"Gloomhaven não é conhecida pelo povo bem-educado e bons Samaritanos, mas há muito a se ganhar com as ruas da cidade...
Você pode escolher <color=#EACF8C>participar dos Encontros de Cidade</color> clicando neste botão abaixo.
<size=60><sprite name=""MapMarker_Story""></size>
(É encorajado que você faça isso sempre que estiver na cidade, pois costumam dar boas recompensas)."
ftue_10_controller,"Gloomhaven não é conhecida pelo povo bem-educado e bons samaritanos, mas há muito a se ganhar com as ruas da cidade...
Agora você pode <color=#EACF8C>participar dos Encontros de Cidade</color> usando o botão abaixo.
(É encorajado que você faça isso sempre que estiver na cidade, pois costumam dar boas Recompensas).
"
ftue_11,"Se você encontrar uma Missão que pareça muito difícil, ou uma que você falhou repetidamente para concluir, o <color=#EACF8C>Templo do Grande Carvalho</color> pode conceder uma bênção a você... por um preço justo, é claro.
Você pode escolher acessar o Templo usando o botão abaixo.
<size=60><sprite name=""Temple_Icon""></size>"
ftue_12,"O Local da <color=#EACF8C>primeira Missão</color> está marcado ao norte de Gloomhaven; você o verá sinalizado com um ícone. Conforme você avança, mais locais de missões aparecerão no mapa. Para acompanhar elas, você pode usar o Registro de Missões no lado direito da tela.
Para selecionar a Missão, clique na Colina Negra ou na entrada no Registro de Missões."
ftue_12_controller,"O Local da <color=#EACF8C>primeira Missão</color> está marcado ao norte de Gloomhaven, você o verá sinalizado com um ícone de missão. Conforme você avança, mais locais de missões aparecerão no mapa. Para acompanhar elas, você pode usar o Registro de Missões no lado direito da tela.
Selecione a localização da Colina Negra ou use “RT” para selecionar a entrada no Registro de Missões."
ftue_13,"Você pode embarcar em uma Missão com <color=#EACF8C>até quatro Mercenários</color>, mas quanto mais Mercenários você levar, mais perigosa será a Missão.
Assim que partir para uma Missão, você não poderá mudar os membros do seu grupo, até retornar a Gloomhaven."
ftue_2,"À sua esquerda, você encontrará o <color=#EACF8C>Painel do Grupo</color>. Aqui você verá as informações básicas dos Mercenários do seu grupo.
Clique na primeira Vaga de Personagens para <color=#EACF8C>abrir o Painel de Elenco</color>."
ftue_2.2,Clique na <color=#EACF8C>Primeira Vaga de Personagens</color> para abrir o Painel de Elenco.
ftue_2.2_controller,Use {CONTROL_PARTY_PANEL} para acessar o <color=#EACF8C>Painel do Grupo</color> e então {UI_SUBMIT} para selecionar a primeira Vaga de Personagem
ftue_2_controller,"À sua esquerda, você encontrará o <color=#EACF8C>Painel do Grupo</color>. Aqui você verá as informações básicas dos Mercenários em seu Grupo (ao menos, você verá assim que adicionar seu primeiro Mercenário).
Use “LT” para <color=#EACF8C>acessar o Painel do Grupo</color> e então “A” para selecionar a primeira Vaga de personagem."
ftue_3,"Você pode Criar, Visualizar e Adicionar Mercenários ao Grupo atual usando o Painel de Elenco. No momento, ele está parecendo tão árido quanto as Montanhas Pescoço de Cobre, então é melhor <color=#EACF8C>clicar em ""Novo Mercenário""</color> para criar o seu primeiro personagem!"
ftue_3.2,"Clique no botão ""<color=#EACF8C>Novo Mercenário</color>"" para criar um personagem"
ftue_3.2_controller,Use o botão “A” para <color=#EACF8C>selecionar o “Novo Mercenário”</color> e criar um personagem
ftue_3_controller,"Você encontrará todos os seus Mercenários e os adicionará ao Grupo através do Painel de Elenco. No momento, ele está parecendo tão árido quanto as Montanhas Pescoço de Cobre, use o botão “A” para <color=#EACF8C>selecionar o “Novo Mercenário”</color> e criar seu primeiro personagem!"
ftue_4,"Em seguida, você escolherá uma das <color=#EACF8C>Classes de Personagens iniciais</color>.
Cada uma tem seu estilo de jogo e habilidades únicas. Conforme você vai avançando, você vai subindo de Nível, ganhando novas Cartas de Habilidades e desbloqueando mais Classes.
Clique em qualquer um dos Retratos para aprender mais sobre eles e selecionar aquele que você deseja para ser seu primeiro Mercenário!"
ftue_4.2,Escolha uma das <color=#EACF8C>Classes de Personagens iniciais</color>
ftue_4.2_controller,Use {UI_SUBMIT} para escolher uma das <color=#EACF8C>Classes de Personagens iniciais</color>
ftue_4.3,"Boa escolha! Agora lembre-se, a aparência não é tudo; As Cartas de Habilidades do Mercenário são o que definem suas ações na batalha. Você pode clicar no botão ""<color=#EACF8C>Cartas de Habilidades Iniciais</color>"" para ter certeza de que este é o Mercenário certo para o seu grupo.
Quando tiver certeza de sua decisão, clique no botão ""<color=#EACF8C>Selecionar Mercenário</color>"" para seguir em frente."
ftue_5,Escolha uma das <color=#EACF8C>duas Missões Pessoais</color>
ftue_5_controller,"Boa escolha! Agora lembre-se, a aparência não é tudo; As Cartas de Habilidades do Mercenário são o que definem suas ações na batalha. Use o botão “LT” para <color=#EACF8C>selecionar as “Cartas de Habilidades Iniciais”</color>, para ter certeza de que este é o Mercenário certo para o seu grupo.
Quando tiver certeza de sua decisão, use o botão “A” para ""<color=#EACF8C>selecionar o Mercenário</color>"" e seguir em frente."
